c',s,,['pronom']
d',d,,['préposition']
i',i,,['pronom']
j',ʒ,,['pronom']
k',k,,['pronom']
l',l,,['pronom']
m',m,,['pronom']
n',n,,['pronom']
qu',k,,['pronom','adverbe']
s',s,,['pronom']
t',t,,['pronom']
v',v,,['pronom']
w',w,,['pronom']
y',j,,['pronom']
z',z,,['préfixe']
